SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
349690,0,Cash loans,F,Y,Y,0,292500.0,1256400.0,36864.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-19108,-1444,-11966.0,-2656,2.0,1,1,0,1,1,0,Laborers,2.0,1,1,FRIDAY,11,0,1,1,0,1,1,Business Entity Type 1,,0.7668970443732499,0.2807895743848605,0.0082,0.0,0.9637,0.5036,0.0017,0.0,0.069,0.0417,0.0833,0.0352,0.0067,0.0102,0.0,0.0,0.0084,0.0,0.9638,0.523,0.0017,0.0,0.069,0.0417,0.0833,0.036,0.0073,0.0106,0.0,0.0,0.0083,0.0,0.9637,0.5102,0.0017,0.0,0.069,0.0417,0.0833,0.0358,0.0068,0.0104,0.0,0.0,reg oper account,block of flats,0.009,"Stone, brick",No,0.0,0.0,0.0,0.0,-2192.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
355639,0,Cash loans,M,Y,N,0,157500.0,284400.0,19134.0,225000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.018801,-13258,-926,-2203.0,-4604,14.0,1,1,0,1,1,0,Managers,1.0,2,2,TUESDAY,7,0,0,0,0,0,0,Self-employed,,0.1157053723681044,0.7136313997323308,0.1237,,0.9965,,,0.12,0.1034,0.375,,,,0.0776,,0.0137,0.1261,,0.9965,,,0.1208,0.1034,0.375,,,,0.0809,,0.0145,0.1249,,0.9965,,,0.12,0.1034,0.375,,,,0.079,,0.014,,block of flats,0.1043,Panel,No,3.0,0.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
279543,0,Cash loans,F,N,Y,0,90000.0,227520.0,14940.0,180000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020713,-13682,-6105,-7820.0,-527,,1,1,0,1,0,0,,2.0,3,2,THURSDAY,9,0,0,0,0,0,0,Government,0.5723207830705411,0.5780703512422153,0.4507472818545589,0.0928,0.1141,0.9747,0.626,0.019,0.0,0.1838,0.1667,0.2083,0.0573,0.0748,0.0864,0.0039,0.0102,0.0945,0.1185,0.9727,0.6406,0.0191,0.0,0.2069,0.1667,0.2083,0.0586,0.0817,0.0588,0.0039,0.0038,0.0937,0.1141,0.9742,0.631,0.0191,0.0,0.2069,0.1667,0.2083,0.0583,0.0761,0.0938,0.0039,0.0104,reg oper account,block of flats,0.0481,"Stone, brick",No,1.0,0.0,1.0,0.0,-891.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
261276,0,Cash loans,M,N,Y,0,247500.0,450000.0,24430.5,450000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.04622,-7679,-161,-1625.0,-343,,1,1,1,1,0,1,Core staff,1.0,1,1,WEDNESDAY,9,0,1,1,0,1,1,Trade: type 2,0.7152710211495761,0.7386742758473583,,0.3959,0.1047,0.995,0.932,0.1475,0.48,0.2069,0.7083,0.5833,0.3249,0.3228,0.3816,0.0,0.1864,0.4034,0.1087,0.995,0.9347,0.1489,0.4834,0.2069,0.7083,0.5833,0.3323,0.3526,0.3976,0.0,0.1973,0.3997,0.1047,0.995,0.9329,0.1484,0.48,0.2069,0.7083,0.5833,0.3305,0.3284,0.3885,0.0,0.1903,reg oper account,block of flats,0.4348,Panel,No,0.0,0.0,0.0,0.0,-134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
265383,0,Cash loans,F,N,Y,1,180000.0,843934.5,43218.0,693000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-16229,-1320,-247.0,-4392,,1,1,0,1,0,0,,3.0,2,2,FRIDAY,11,0,0,0,1,1,0,Transport: type 3,0.4807775210172486,0.2706566214243752,0.7394117535524816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
263606,0,Cash loans,F,N,Y,0,157500.0,450000.0,43839.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-20525,-2280,-2333.0,-4081,,1,1,0,1,0,0,,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,Housing,,0.6413494615064975,0.6594055320683344,0.0814,0.0806,0.9786,,,0.0,0.1379,0.1667,,,,0.0718,,0.0,0.083,0.0837,0.9786,,,0.0,0.1379,0.1667,,,,0.0748,,0.0,0.0822,0.0806,0.9786,,,0.0,0.1379,0.1667,,,,0.0731,,0.0,,block of flats,0.0564,"Stone, brick",No,0.0,0.0,0.0,0.0,-1085.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
456040,0,Cash loans,M,Y,Y,0,157500.0,755190.0,38686.5,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0066709999999999,-18520,-1258,-1950.0,-1993,3.0,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,19,0,0,0,0,0,0,Business Entity Type 3,,0.5104585291215151,0.7136313997323308,0.1711,0.0642,0.997,,,0.2,0.1724,0.2917,,,,0.0906,,0.0905,0.1744,0.0666,0.997,,,0.2014,0.1724,0.2917,,,,0.0944,,0.0959,0.1728,0.0642,0.997,,,0.2,0.1724,0.2917,,,,0.0922,,0.0924,,block of flats,0.1392,"Stone, brick",No,0.0,0.0,0.0,0.0,-601.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
333838,0,Cash loans,F,N,Y,0,112500.0,911079.0,26635.5,760500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0228,-17461,-597,-6887.0,-1013,,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,Transport: type 4,,0.1945164412154697,,0.0041,0.0,0.9727,0.626,0.0,0.0,0.0,0.0,0.0417,0.0168,0.0034,0.0019,0.0,0.0,0.0042,0.0,0.9727,0.6406,0.0,0.0,0.0,0.0,0.0417,0.0172,0.0037,0.002,0.0,0.0,0.0042,0.0,0.9727,0.631,0.0,0.0,0.0,0.0,0.0417,0.0171,0.0034,0.002,0.0,0.0,reg oper account,block of flats,0.0015,Wooden,No,1.0,0.0,1.0,0.0,-2310.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
211885,0,Cash loans,M,N,Y,1,202500.0,534204.0,34267.5,495000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.010643,-17371,-870,-959.0,-904,,1,1,0,1,0,0,Security staff,3.0,2,2,WEDNESDAY,14,0,0,0,0,1,1,Security,,0.6314270307562936,0.5460231970049609,0.0237,0.0495,0.9613,,,0.0,0.1379,0.0833,,0.124,,0.0319,,0.0064,0.0242,0.0514,0.9613,,,0.0,0.1379,0.0833,,0.1268,,0.0332,,0.0068,0.0239,0.0495,0.9613,,,0.0,0.1379,0.0833,,0.1262,,0.0325,,0.0065,,block of flats,0.0299,"Stone, brick",No,8.0,0.0,8.0,0.0,-671.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
116331,0,Cash loans,F,N,Y,2,211500.0,336924.0,15835.5,220500.0,Unaccompanied,State servant,Higher education,Separated,House / apartment,0.006305,-15026,-748,-924.0,-4775,,1,1,0,1,1,0,,3.0,3,3,TUESDAY,7,0,0,0,0,0,0,School,0.3657370780221672,0.0489062390749134,,0.1546,0.1356,0.998,0.9728,0.0823,0.16,0.1379,0.375,0.4167,0.0257,0.1261,0.1821,0.0,0.0,0.1576,0.1407,0.998,0.9739,0.0831,0.1611,0.1379,0.375,0.4167,0.0263,0.1377,0.1897,0.0,0.0,0.1561,0.1356,0.998,0.9732,0.0828,0.16,0.1379,0.375,0.4167,0.0262,0.1283,0.1854,0.0,0.0,reg oper account,block of flats,0.1882,"Stone, brick",No,2.0,0.0,2.0,0.0,-133.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
139837,0,Cash loans,M,N,N,0,369000.0,930321.0,30874.5,706500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.032561,-19765,-2717,-1092.0,-3281,,1,1,0,1,0,0,Managers,1.0,1,1,MONDAY,14,0,0,0,0,0,0,Business Entity Type 1,0.7038980760379211,0.6900329992357991,0.4956658291397297,0.8619,,0.996,0.9456,,0.8079999999999999,0.2276,1.0,,0.234,,1.0,,1.0,0.7248,,0.9945,0.9281,,0.5639,0.1379,1.0,,0.1462,,0.7773,,0.5189,0.7182,,0.9965,0.9463,,0.56,0.1379,1.0,,0.2381,,0.7595,,1.0,,block of flats,1.0,Mixed,No,0.0,0.0,0.0,0.0,-973.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,1.0,5.0
397744,0,Cash loans,F,N,Y,0,180000.0,675000.0,32602.5,675000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.006852,-15287,-55,-821.0,-4722,,1,1,0,1,0,0,,2.0,3,3,SUNDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.7066816398404846,0.5321465608767117,0.4650692149562261,0.0619,0.0572,0.9747,0.6532,0.0,0.0,0.1034,0.1667,0.0417,0.0111,0.0496,0.0337,0.0039,0.0,0.063,0.0593,0.9747,0.6668,0.0,0.0,0.1034,0.1667,0.0417,0.0114,0.0542,0.0351,0.0039,0.0,0.0625,0.0572,0.9747,0.6578,0.0,0.0,0.1034,0.1667,0.0417,0.0113,0.0504,0.0343,0.0039,0.0,reg oper account,block of flats,0.0406,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
142366,0,Cash loans,F,Y,N,1,157500.0,225000.0,21253.5,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.014464,-13126,-199,-1676.0,-3105,10.0,1,1,0,1,1,0,Core staff,3.0,2,2,THURSDAY,2,0,0,0,0,1,1,Bank,0.429325574837743,0.6502278653253607,0.7209441499436497,0.0165,,0.9727,0.626,,0.0,0.069,0.0417,0.0833,0.0615,0.0134,0.0122,0.0,,0.0168,,0.9727,0.6406,,0.0,0.069,0.0417,0.0833,0.0629,0.0147,0.0127,0.0,,0.0167,,0.9727,0.631,,0.0,0.069,0.0417,0.0833,0.0626,0.0137,0.0124,0.0,,reg oper account,block of flats,0.0103,"Stone, brick",No,1.0,0.0,1.0,0.0,-553.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
348794,0,Cash loans,F,N,Y,0,157500.0,225000.0,26833.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0105,-11334,-965,-5472.0,-3828,,1,1,1,1,0,0,Sales staff,2.0,3,3,WEDNESDAY,15,1,1,0,1,1,1,Business Entity Type 3,,0.0986015333211438,0.0790596959945767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-111.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
193175,0,Cash loans,M,Y,Y,2,166500.0,284400.0,22599.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-13332,-3861,-2376.0,-3494,6.0,1,1,0,1,0,1,Laborers,4.0,2,2,FRIDAY,10,0,1,1,0,1,1,Industry: type 9,0.5363265495716337,0.7539318324320676,0.1841161559307151,0.1629,,0.9955,,,0.16,0.1379,0.375,,,,0.1489,,,0.166,,0.9955,,,0.1611,0.1379,0.375,,,,0.1551,,,0.1645,,0.9955,,,0.16,0.1379,0.375,,,,0.1515,,,,block of flats,0.1335,"Stone, brick",No,0.0,0.0,0.0,0.0,-1317.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
128607,0,Cash loans,M,Y,N,1,112500.0,305221.5,15934.5,252000.0,Children,Working,Higher education,Married,House / apartment,0.020246,-15086,-488,-4507.0,-4952,6.0,1,1,0,1,1,0,Laborers,3.0,3,3,THURSDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.3915088430761491,0.3087461259137635,0.6832688314232291,0.0691,,0.9637,,,,0.1724,0.1667,,,,,,,0.0704,,0.9638,,,,0.1724,0.1667,,,,,,,0.0697,,0.9637,,,,0.1724,0.1667,,,,,,,,block of flats,0.0578,"Stone, brick",No,0.0,0.0,0.0,0.0,-572.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
438407,0,Cash loans,M,Y,N,1,157500.0,225000.0,13896.0,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,-10725,-1753,-4392.0,-3409,2.0,1,1,0,1,0,0,Sales staff,3.0,2,2,THURSDAY,9,0,0,0,0,1,1,Business Entity Type 3,,0.7098406655986514,0.7597121819739279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,8.0,1.0,-1582.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,8.0
141722,0,Cash loans,F,N,Y,0,139500.0,1078200.0,31653.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005313,-19281,-788,-2780.0,-2809,,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,13,0,0,0,0,1,1,Industry: type 3,,0.1708618183427468,0.1054731864873376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1801.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
342910,0,Cash loans,M,N,Y,1,157500.0,343800.0,13090.5,225000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-17231,-1451,-8845.0,-765,,1,1,0,1,0,0,,3.0,2,2,SUNDAY,10,0,0,0,0,0,0,Business Entity Type 2,,0.697724673501031,0.746300213050371,0.033,0.0369,0.9732,0.6328,0.0038,0.0,0.069,0.125,0.1667,0.0319,0.0269,0.0297,0.0,0.0,0.0336,0.0383,0.9732,0.6472,0.0039,0.0,0.069,0.125,0.1667,0.0327,0.0294,0.0309,0.0,0.0,0.0333,0.0369,0.9732,0.6377,0.0039,0.0,0.069,0.125,0.1667,0.0325,0.0274,0.0302,0.0,0.0,reg oper account,block of flats,0.0254,"Stone, brick",No,0.0,0.0,0.0,0.0,-364.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
448553,0,Revolving loans,F,N,Y,2,67500.0,225000.0,11250.0,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.009175,-14445,-2513,-6716.0,-5022,,1,1,1,1,1,0,Core staff,4.0,2,2,MONDAY,11,0,0,0,0,0,0,School,,0.566149427870578,0.7688075728291359,0.1186,,0.9811,0.7416,0.0039,0.0,0.3448,0.1667,0.2083,,0.0967,0.0973,0.0,0.0538,0.1208,,0.9811,0.7517,0.004,0.0,0.3448,0.1667,0.2083,,0.1056,0.1014,0.0,0.0569,0.1197,,0.9811,0.7451,0.004,0.0,0.3448,0.1667,0.2083,,0.0983,0.0991,0.0,0.0549,,block of flats,0.0787,Mixed,No,0.0,0.0,0.0,0.0,-1382.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
351224,0,Cash loans,M,N,Y,0,279000.0,254700.0,25321.5,225000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.010032,-14297,-5116,-7196.0,-4775,,1,1,1,1,1,0,,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,Other,,0.2062444485726703,0.7449321846094795,0.1072,0.0892,0.9826,0.762,0.0539,0.0,0.2414,0.1667,0.2083,0.0155,0.0874,0.0579,0.0,0.1355,0.1092,0.0926,0.9826,0.7713,0.0544,0.0,0.2414,0.1667,0.2083,0.0158,0.0955,0.0603,0.0,0.1435,0.1083,0.0892,0.9826,0.7652,0.0542,0.0,0.2414,0.1667,0.2083,0.0157,0.0889,0.059,0.0,0.1383,not specified,block of flats,0.075,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
304191,0,Cash loans,M,Y,Y,0,162000.0,679500.0,27076.5,679500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.028663,-15891,-1717,-604.0,-4316,3.0,1,1,0,1,0,0,Drivers,2.0,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.7553166366995143,,0.1178,0.068,0.993,0.9048,0.1628,0.12,0.0948,0.3958,0.1562,0.0124,0.0956,0.0831,0.0019,0.0012,0.1261,0.0083,0.9906,0.8759,0.0452,0.1208,0.1034,0.375,0.0417,0.0,0.0533,0.0637,0.0,0.0,0.1249,0.0763,0.9925,0.8994,0.1849,0.12,0.1034,0.375,0.0417,0.0154,0.1022,0.0821,0.0019,0.0005,reg oper account,block of flats,0.0726,Panel,No,0.0,0.0,0.0,0.0,-1724.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
244275,0,Cash loans,M,Y,N,0,173250.0,997335.0,28579.5,832500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01885,-21317,-5050,-11463.0,-4785,1.0,1,1,1,1,0,0,Laborers,2.0,2,2,FRIDAY,17,0,0,0,0,0,0,Industry: type 5,0.7551974879238128,0.4001898940855512,0.6528965519806539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
299654,0,Cash loans,F,N,Y,2,81000.0,101880.0,11101.5,90000.0,Unaccompanied,State servant,Higher education,Married,With parents,0.031329,-10556,-3770,-4865.0,-3202,,1,1,0,1,0,1,,4.0,2,2,MONDAY,13,0,0,0,0,0,0,Trade: type 7,0.6230741545454915,0.0240296846586441,0.3539876078507373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
104954,0,Revolving loans,F,N,Y,0,76500.0,180000.0,9000.0,180000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.018209,-13055,-2060,-6748.0,-3269,,1,1,1,1,1,1,Core staff,2.0,3,3,TUESDAY,15,0,0,0,0,0,0,Government,0.6728090571148659,0.5327617173278176,0.1317701325313814,0.0619,0.0584,0.9742,0.6464,0.0057,0.0,0.1034,0.1667,0.0417,0.0222,0.0496,0.05,0.0039,0.0022,0.063,0.0607,0.9742,0.6602,0.0057,0.0,0.1034,0.1667,0.0417,0.0227,0.0542,0.0521,0.0039,0.0023,0.0625,0.0584,0.9742,0.6511,0.0057,0.0,0.1034,0.1667,0.0417,0.0226,0.0504,0.0509,0.0039,0.0022,reg oper account,block of flats,0.0427,Panel,No,0.0,0.0,0.0,0.0,-975.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0
126546,0,Cash loans,F,N,Y,0,157500.0,781920.0,28215.0,675000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.016612,-16911,-2258,-3270.0,-452,,1,1,0,1,0,0,Sales staff,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,Other,0.7781292487254886,0.2325549042429972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
406802,0,Cash loans,F,N,N,0,90000.0,495000.0,15966.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-9950,-2857,-2507.0,-2528,,1,1,0,1,0,0,Sales staff,1.0,2,2,TUESDAY,10,0,0,0,0,0,0,Self-employed,0.3002594739811305,0.3035852978357469,0.41534714488434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
162747,0,Cash loans,M,Y,Y,0,76500.0,244584.0,14170.5,193500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.019101,-20642,-4717,-4760.0,-4094,15.0,1,1,0,1,0,0,,2.0,2,2,MONDAY,16,0,0,0,0,1,1,Business Entity Type 1,,0.5583993845438856,0.7544061731797895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-412.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
360703,0,Cash loans,F,N,Y,0,171000.0,72000.0,2844.0,72000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.015221,-20087,-1689,-7008.0,-3550,,1,1,0,1,0,0,,1.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Self-employed,0.6222953436670459,0.2384365184272632,,0.0113,0.0,0.9712,,,0.0,0.069,0.0417,,0.0338,,0.0092,,0.0,0.0116,0.0,0.9712,,,0.0,0.069,0.0417,,0.0346,,0.0076,,0.0,0.0115,0.0,0.9712,,,0.0,0.069,0.0417,,0.0344,,0.0093,,0.0,,block of flats,0.0062,"Stone, brick",No,1.0,1.0,1.0,1.0,-957.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
388657,0,Cash loans,M,Y,Y,0,252000.0,550980.0,43659.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.019101,-13229,-2288,-747.0,-2766,7.0,1,1,0,1,0,0,High skill tech staff,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,0.1795897396837472,0.5404720426363451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-316.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
321900,0,Cash loans,M,Y,Y,0,157500.0,808650.0,23773.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-17178,-444,-6220.0,-706,15.0,1,1,0,1,0,0,Secretaries,2.0,3,3,TUESDAY,8,0,0,0,0,0,0,Self-employed,,0.6014345749290153,0.6006575372857061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2418.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
